Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area,Index
2 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",23.2 Lac,23.2 Lac,Whitefield Bangalore,250 sqft,Under Construction,1 out of 2,New Property,Semi-Furnished,East,Main Road,Royal Enclave Residency,1.0,1.0,1.0,Freehold,289 sqft,,,784
4 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",1.19 Cr,1.19 Cr,Sector 137 Noida,1267 sqft,Ready to Move,14 out of 19,New Property,Unfurnished,,,Palm Grove Residency,4.0,3.0,2.0,Power Of Attorney,1578 sqft,,,785
4 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.06 Cr,1.06 Cr,New Town Kolkata,1181 sqft,Under Construction,4 out of 23,New Property,Semi-Furnished,South-West,Pool,Royal Enclave Residency,4.0,2.0,2.0,Leasehold,1332 sqft,,,786
3 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",77.2 Lac,77.2 Lac,Sector 137 Noida,1293 sqft,Under Construction,5 out of 19,Resale,Unfurnished,South-West,Pool,Sunrise Residency,4.0,,1.0,Freehold,1662 sqft,,,787
3 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",85.6 Lac,85.6 Lac,Thane West Mumbai,979 sqft,Ready to Move,4 out of 15,New Property,Furnished,,Pool,Palm Grove Residency,4.0,2.0,1.0,Freehold,1167 sqft,,,788
1 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.61 Cr,1.61 Cr,Powai Mumbai,1275 sqft,Under Construction,2 out of 10,New Property,Furnished,North-East,Pool,Sunrise Residency,3.0,1.0,,Freehold,1402 sqft,,,789
3 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",96.0 Lac,96.0 Lac,Indiranagar Bangalore,1098 sqft,Under Construction,Ground out of 2,Resale,Unfurnished,,Main Road,,4.0,3.0,1.0,Freehold,1191 sqft,,,790
1 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",72.0 Lac,72.0 Lac,Whitefield Bangalore,449 sqft,Under Construction,13 out of 23,New Property,Unfurnished,North,Club,,2.0,0.0,1.0,Power Of Attorney,488 sqft,,,791
2 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",96.6 Lac,96.6 Lac,Dwarka Delhi,848 sqft,Ready to Move,1 out of 11,Resale,Semi-Furnished,North,Pool,,3.0,0.0,1.0,Freehold,971 sqft,,,792
1 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",72.8 Lac,72.8 Lac,Electronic City Bangalore,127 sqm,Under Construction,20 out of 20,New Property,Semi-Furnished,,Club,Lake View Residency,3.0,2.0,0.0,Power Of Attorney,,,,793
3 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.43 Cr,1.43 Cr,Rajarhat Kolkata,1443 sqft,Under Construction,13 out of 18,Resale,Unfurnished,South-West,Garden/Park,,4.0,1.0,1.0,Power Of Attorney,1628 sqft,,,794
3 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",95.5 Lac,95.5 Lac,Gachibowli Hyderabad,141 sqm,Ready to Move,3 out of 3,New Property,Unfurnished,South,Pool,,2.0,1.0,,Leasehold,1812 sqft,,,795
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",2.49 Cr,2.49 Cr,Kharadi Pune,1587 sqft,Ready to Move,1 out of 4,Resale,Furnished,North,Garden/Park,Sunrise Residency,1.0,2.0,1.0,Leasehold,1906 sqft,,,796
4 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",75.8 Lac,75.8 Lac,Powai Mumbai,665 sqft,Ready to Move,17 out of 21,New Property,Semi-Furnished,,Garden/Park,,3.0,1.0,2.0,Freehold,797 sqft,,,797
1 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",1.49 Cr,1.49 Cr,Sector 62 Noida,1490 sqft,Under Construction,2 out of 15,Resale,Unfurnished,South-West,Main Road,Maple Residency,1.0,,0.0,Co-operative Society,1912 sqft,,,798
3 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",91.1 Lac,91.1 Lac,Electronic City Bangalore,1559 sqft,Under Construction,12 out of 23,Resale,Semi-Furnished,,,Orchid Residency,2.0,3.0,1.0,Power Of Attorney,2008 sqft,,,799
1 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",2.6 Cr,2.6 Cr,HSR Layout Bangalore,1739 sqft,Under Construction,2 out of 16,Resale,Semi-Furnished,East,Pool,Maple Residency,1.0,3.0,1.0,Power Of Attorney,1847 sqft,,,800
2 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",79.6 Lac,79.6 Lac,Dwarka Delhi,831 sqft,Under Construction,5 out of 5,New Property,Furnished,West,Garden/Park,,3.0,2.0,2.0,Power Of Attorney,882 sqft,,,801
1 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",33.9 Lac,33.9 Lac,Electronic City Bangalore,56 sqm,Ready to Move,12 out of 18,Resale,Furnished,,Club,Royal Enclave Residency,4.0,0.0,1.0,Leasehold,725 sqft,,,802
2 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.83 Cr,1.83 Cr,Baner Pune,1102 sqft,Ready to Move,11 out of 12,Resale,Unfurnished,South,Pool,,1.0,1.0,1.0,Co-operative Society,1185 sqft,,,803
1 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",1.22 Cr,1.22 Cr,Sector 62 Noida,1111 sqft,Under Construction,1 out of 1,New Property,Unfurnished,North-East,Club,Sunrise Residency,,0.0,1.0,Leasehold,1386 sqft,,,804
1 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",86.9 Lac,86.9 Lac,Baner Pune,803 sqft,Under Construction,13 out of 15,Resale,Furnished,West,Main Road,,2.0,0.0,1.0,Power Of Attorney,874 sqft,,,805
2 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",3.48 Cr,3.48 Cr,Kharadi Pune,1867 sqft,Ready to Move,13 out of 17,New Property,Unfurnished,South-West,Main Road,Sunrise Residency,1.0,1.0,1.0,Co-operative Society,2218 sqft,,,806
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",96.3 Lac,96.3 Lac,Andheri West Mumbai,1091 sqft,Under Construction,10 out of 11,New Property,Unfurnished,South-West,Main Road,Silver Oak Residency,4.0,0.0,1.0,Leasehold,1218 sqft,,,807
3 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.06 Cr,1.06 Cr,Thane West Mumbai,1074 sqft,Ready to Move,12 out of 16,Resale,Furnished,North,Main Road,Silver Oak Residency,4.0,,1.0,Power Of Attorney,1341 sqft,,,808
2 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",85.5 Lac,85.5 Lac,Electronic City Bangalore,969 sqft,Under Construction,Ground out of 3,New Property,Unfurnished,South-West,Garden/Park,Palm Grove Residency,1.0,2.0,1.0,Co-operative Society,1054 sqft,,,809
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.35 Cr,1.35 Cr,Kondapur Hyderabad,102 sqm,Under Construction,2 out of 6,Resale,Unfurnished,North,Pool,,2.0,3.0,,Leasehold,1376 sqft,,,810
3 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.27 Cr,1.27 Cr,Baner Pune,1229 sqft,Ready to Move,2 out of 8,Resale,Semi-Furnished,North,Main Road,Palm Grove Residency,2.0,3.0,,Power Of Attorney,1430 sqft,,,811
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.52 Cr,1.52 Cr,Kharadi Pune,158 sqm,Ready to Move,8 out of 22,Resale,Furnished,South-West,Club,,1.0,,1.0,Power Of Attorney,1940 sqft,,,812
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.47 Cr,1.47 Cr,Rajarhat Kolkata,1742 sqft,Ready to Move,4 out of 5,New Property,Furnished,North,,Palm Grove Residency,4.0,1.0,,Freehold,1876 sqft,,,813
1 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.24 Cr,1.24 Cr,Dwarka Delhi,910 sqft,Ready to Move,22 out of 23,New Property,Unfurnished,South-West,,Silver Oak Residency,1.0,1.0,1.0,Freehold,1046 sqft,,,814
2 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.24 Cr,1.24 Cr,Electronic City Bangalore,133 sqm,Ready to Move,14 out of 18,Resale,Furnished,South-West,Club,Green Valley Residency,1.0,0.0,1.0,Leasehold,1506 sqft,,,815
3 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",2.16 Cr,2.16 Cr,Andheri West Mumbai,2442 sqft,Ready to Move,7 out of 9,Resale,Unfurnished,West,Main Road,,1.0,3.0,1.0,Freehold,2778 sqft,,,816
4 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",36.5 Lac,36.5 Lac,Sector 62 Noida,427 sqft,Ready to Move,2 out of 16,Resale,Furnished,South,,,3.0,1.0,,Co-operative Society,540 sqft,,,817
4 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.14 Cr,1.14 Cr,Electronic City Bangalore,1401 sqft,Ready to Move,4 out of 24,Resale,Semi-Furnished,South,Club,Silver Oak Residency,3.0,3.0,,Leasehold,1606 sqft,,,818
3 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",28.3 Lac,28.3 Lac,Kharadi Pune,25 sqm,Ready to Move,Ground out of 20,New Property,Unfurnished,West,Garden/Park,,4.0,1.0,2.0,Co-operative Society,298 sqft,,,819
3 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Powai Mumbai,1281 sqft,Ready to Move,5 out of 11,New Property,Unfurnished,East,Garden/Park,Silver Oak Residency,4.0,1.0,1.0,Leasehold,1636 sqft,,,820
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",21.0 Lac,21.0 Lac,HSR Layout Bangalore,23 sqm,Ready to Move,2 out of 4,New Property,Furnished,,,,2.0,1.0,,Leasehold,325 sqft,,,821
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.68 Cr,1.68 Cr,Kondapur Hyderabad,2016 sqft,Ready to Move,14 out of 18,Resale,Semi-Furnished,South-West,Pool,,1.0,,0.0,Power Of Attorney,,,,822
3 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.02 Cr,1.02 Cr,Indiranagar Bangalore,84 sqm,Under Construction,4 out of 9,New Property,Unfurnished,South-West,Main Road,,2.0,3.0,1.0,Leasehold,1065 sqft,,,823
1 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.2 Cr,1.2 Cr,Baner Pune,846 sqft,Ready to Move,15 out of 22,Resale,Semi-Furnished,,Pool,Green Valley Residency,1.0,2.0,1.0,Freehold,1018 sqft,,,824
2 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",68.6 Lac,68.6 Lac,Thane West Mumbai,909 sqft,Ready to Move,7 out of 10,Resale,Unfurnished,East,Garden/Park,,3.0,2.0,0.0,Leasehold,1124 sqft,,,825
2 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.35 Cr,1.35 Cr,Andheri West Mumbai,114 sqm,Under Construction,Ground out of 1,New Property,Furnished,North-East,,Palm Grove Residency,1.0,2.0,1.0,Leasehold,,,,826
3 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.73 Cr,1.73 Cr,HSR Layout Bangalore,1766 sqft,Ready to Move,19 out of 24,New Property,Semi-Furnished,,,,2.0,0.0,1.0,Co-operative Society,2134 sqft,,,827
4 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",97.1 Lac,97.1 Lac,Indiranagar Bangalore,57 sqm,Under Construction,11 out of 16,Resale,Unfurnished,North-East,Pool,Lake View Residency,3.0,,,Co-operative Society,794 sqft,,,828
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",82.6 Lac,82.6 Lac,New Town Kolkata,47 sqm,Ready to Move,11 out of 12,New Property,Unfurnished,,Garden/Park,,2.0,3.0,2.0,Freehold,596 sqft,,,829
4 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.92 Cr,1.92 Cr,Dwarka Delhi,1263 sqft,Ready to Move,7 out of 23,New Property,Unfurnished,North-East,,Sunrise Residency,3.0,3.0,1.0,Co-operative Society,1381 sqft,,,830
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.02 Cr,1.02 Cr,Vaishali Ghaziabad,835 sqft,Under Construction,2 out of 8,New Property,Unfurnished,West,Garden/Park,,2.0,,1.0,Freehold,931 sqft,,,831
4 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",90.2 Lac,90.2 Lac,Wakad Pune,992 sqft,Under Construction,17 out of 23,New Property,Unfurnished,West,Pool,Lake View Residency,1.0,0.0,2.0,Freehold,1247 sqft,,,832
3 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.24 Cr,1.24 Cr,Vaishali Ghaziabad,100 sqm,Under Construction,5 out of 21,Resale,Furnished,,Pool,,1.0,2.0,1.0,Freehold,1213 sqft,,,833
2 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",75.8 Lac,75.8 Lac,Kondapur Hyderabad,958 sqft,Ready to Move,4 out of 9,Resale,Furnished,,,,4.0,0.0,1.0,Leasehold,1196 sqft,,,834
1 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.08 Cr,1.08 Cr,Gachibowli Hyderabad,119 sqm,Ready to Move,5 out of 12,New Property,Semi-Furnished,East,Club,Orchid Residency,4.0,0.0,0.0,Freehold,1369 sqft,,,835
4 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",2.2 Cr,2.2 Cr,Indiranagar Bangalore,205 sqm,Ready to Move,6 out of 23,Resale,Furnished,West,Pool,,3.0,0.0,2.0,Leasehold,2761 sqft,,,836
3 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",77.0 Lac,77.0 Lac,Gachibowli Hyderabad,745 sqft,Under Construction,10 out of 10,Resale,Unfurnished,West,Pool,,3.0,0.0,0.0,Leasehold,964 sqft,,,837
2 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.37 Cr,1.37 Cr,Kondapur Hyderabad,98 sqm,Ready to Move,1 out of 5,New Property,Semi-Furnished,South,Club,Palm Grove Residency,1.0,0.0,1.0,Leasehold,1207 sqft,,,838
1 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",1.03 Cr,1.03 Cr,Wakad Pune,1263 sqft,Ready to Move,2 out of 4,Resale,Furnished,East,Club,Maple Residency,3.0,1.0,0.0,Freehold,1511 sqft,,,839
3 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",76.5 Lac,76.5 Lac,Wakad Pune,77 sqm,Ready to Move,6 out of 9,Resale,Furnished,,Garden/Park,,3.0,0.0,1.0,Leasehold,967 sqft,,,840
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.53 Cr,1.53 Cr,New Town Kolkata,1149 sqft,Ready to Move,10 out of 24,New Property,Furnished,,Club,,1.0,2.0,,Power Of Attorney,1260 sqft,,,841
2 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.33 Cr,1.33 Cr,New Town Kolkata,1195 sqft,Under Construction,6 out of 7,Resale,Furnished,East,,Lake View Residency,1.0,1.0,1.0,Leasehold,1295 sqft,,,842
4 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",48.1 Lac,48.1 Lac,Miyapur Hyderabad,426 sqft,Under Construction,2 out of 21,New Property,Unfurnished,South,Garden/Park,Royal Enclave Residency,3.0,3.0,1.0,Freehold,505 sqft,,,843
3 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",1.2 Cr,1.2 Cr,Sector 62 Noida,1731 sqft,Under Construction,21 out of 21,New Property,Unfurnished,,Main Road,Silver Oak Residency,2.0,0.0,0.0,Leasehold,1931 sqft,,,844
3 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Indiranagar Bangalore,1624 sqft,Ready to Move,4 out of 4,New Property,Unfurnished,South,Main Road,Lake View Residency,4.0,1.0,1.0,Co-operative Society,2082 sqft,,,845
1 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.43 Cr,1.43 Cr,Whitefield Bangalore,1133 sqft,Under Construction,4 out of 5,Resale,Unfurnished,South,Main Road,Palm Grove Residency,1.0,1.0,,Leasehold,,,,846
4 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",94.7 Lac,94.7 Lac,Baner Pune,1098 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,South-West,Pool,,3.0,3.0,2.0,Leasehold,1283 sqft,,,847
3 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.56 Cr,1.56 Cr,Kharadi Pune,161 sqm,Ready to Move,13 out of 19,Resale,Unfurnished,West,Pool,Sunrise Residency,3.0,0.0,0.0,Co-operative Society,2004 sqft,,,848
2 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.63 Cr,1.63 Cr,Gachibowli Hyderabad,1740 sqft,Under Construction,8 out of 15,Resale,Unfurnished,North-East,Main Road,Silver Oak Residency,1.0,1.0,2.0,Power Of Attorney,1831 sqft,,,849
2 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",2.02 Cr,2.02 Cr,Salt Lake Kolkata,149 sqm,Under Construction,1 out of 5,New Property,Semi-Furnished,South,Garden/Park,Green Valley Residency,4.0,0.0,0.0,Freehold,1991 sqft,,,850
2 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",16.4 Lac,16.4 Lac,Sector 137 Noida,263 sqft,Ready to Move,1 out of 3,Resale,Semi-Furnished,North,Garden/Park,,4.0,0.0,0.0,Co-operative Society,329 sqft,,,851
1 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.08 Cr,1.08 Cr,Gachibowli Hyderabad,1092 sqft,Ready to Move,2 out of 2,New Property,Semi-Furnished,,,,2.0,1.0,2.0,Leasehold,1304 sqft,,,852
